# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
loc_rowid,hostname,sy_snum,sy_pnum,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp
14651,Kepler-1192,1,1,0,,5796.00,0.870000,0.980000,,,0.4000,
14652,Kepler-1192,1,1,0,,5831.00,0.921000,1.016000,0.0000,,,
14653,Kepler-1192,1,1,0,,5610.00,0.809000,,-0.0120,,,
14654,Kepler-1192,1,1,0,,5831.00,0.921000,1.016000,0.0000,,,
14655,Kepler-1192,1,1,0,,5391.00,0.995922,,,-0.12218,,
14656,Kepler-1192,1,1,0,,,,,,,,
14657,Kepler-1192,1,1,0,,5831.00,0.921000,1.016000,0.0000,,,
14658,Kepler-1192,1,1,0,,5831.00,0.921000,1.016000,0.0000,,,
14659,Kepler-1192,1,1,0,,5610.00,0.870000,,,,,
14660,Kepler-1192,1,1,0,,5511.00,0.946325,0.970000,,-0.12830,,
14661,Kepler-1192,1,1,0,,5438.00,0.830000,0.860000,-0.1600,,4.4700,
14662,Kepler-1193,1,1,0,,5908.00,1.210000,1.080000,0.1200,,5.0100,
14663,Kepler-1193,1,1,0,,5803.00,1.030000,0.980000,,,,
14664,Kepler-1193,1,1,0,,5856.28,1.454630,1.060000,0.0590,0.35069,,
14665,Kepler-1193,1,1,0,,5851.00,1.381000,1.066000,0.0900,,7.0800,
14666,Kepler-1193,1,1,0,,6072.00,1.047000,1.034000,-0.0800,,,
14667,Kepler-1193,1,1,0,,6072.00,1.047000,1.034000,-0.0800,,,
14668,Kepler-1193,1,1,0,,5803.00,1.062000,,-0.0780,,,
14669,Kepler-1193,1,1,0,,5851.00,1.409000,,,,,
14670,Kepler-1193,1,1,0,,5865.00,1.272000,1.088000,0.1600,,,
14671,Kepler-1193,1,1,0,,5821.67,1.439270,,,0.33117,,
14672,Kepler-1193,1,1,0,,6050.00,1.040000,1.029000,,,3.5000,
14673,Kepler-1193,1,1,0,,6072.00,1.047000,1.034000,-0.0800,,,
14674,Kepler-1193,1,1,0,,5803.00,1.030000,,,,,
14675,Kepler-1193,1,1,0,,,,,,,,
14676,Kepler-1194,1,1,0,,5590.00,1.050000,0.850000,,,,
14677,Kepler-1194,1,1,0,,5590.00,1.220000,,-0.2550,,,
14678,Kepler-1194,1,1,0,,5590.00,1.050000,,,,,
14679,Kepler-1194,1,1,0,,5590.00,0.920000,0.940000,0.0000,,4.7900,
14680,Kepler-1194,1,1,0,,5851.00,1.115000,0.895000,-0.2600,,,
14681,Kepler-1194,1,1,0,,5461.94,,,0.0117,,,
14682,Kepler-1194,1,1,0,,5851.00,1.115000,0.895000,-0.2600,,,
14683,Kepler-1194,1,1,0,,5851.00,1.115000,0.895000,-0.2600,,,
14684,Kepler-1194,1,1,0,,5547.00,0.925000,0.900000,0.0000,,,
14685,Kepler-1194,1,1,0,,5357.00,,,,,,
14686,Kepler-1194,1,1,0,,5862.00,1.150000,0.960000,,,8.6000,
14687,Kepler-1194,1,1,0,,,,,,,,
14688,Kepler-1195,1,1,0,,,,,,,,
14689,Kepler-1195,1,1,0,,5093.00,0.709000,0.707000,-0.3800,,,
14690,Kepler-1195,1,1,0,,5132.00,0.750000,0.770000,,,9.8000,
14691,Kepler-1195,1,1,0,,5093.00,0.709000,0.707000,-0.3800,,,
14692,Kepler-1195,1,1,0,,5043.00,0.783858,0.840000,,-0.44607,,
14693,Kepler-1195,1,1,0,,5093.00,0.831000,,,,,
14694,Kepler-1195,1,1,0,,4965.00,0.710000,0.740000,-0.2500,,4.4700,
14695,Kepler-1195,1,1,0,,4905.00,0.786044,,,-0.49186,,
14696,Kepler-1195,1,1,0,,4961.00,0.806000,,-0.3760,,,
14697,Kepler-1195,1,1,0,,5093.00,0.709000,0.707000,-0.3800,,,
14698,Kepler-1195,1,1,0,,4961.00,0.670000,0.680000,,,,
14699,Kepler-1195,1,1,0,,5093.00,0.709000,0.707000,-0.3800,,,
14700,Kepler-1195,1,1,0,,4961.00,0.670000,,,,,
14701,Kepler-1196,1,1,0,,5645.00,0.899000,,-0.2670,,,
14702,Kepler-1196,1,1,0,,,,,,,,
14703,Kepler-1196,1,1,0,,5900.00,0.900000,1.000000,,,0.6000,
14704,Kepler-1196,1,1,0,,5893.00,0.866000,0.946000,-0.2600,,,
14705,Kepler-1196,1,1,0,,5720.00,0.964605,1.020000,,-0.04702,,
14706,Kepler-1196,1,1,0,,5640.00,0.978000,0.977000,0.1400,,,
14707,Kepler-1196,1,1,0,,5645.00,0.830000,0.900000,,,,
14708,Kepler-1196,1,1,0,,5893.00,0.866000,0.946000,-0.2600,,,
14709,Kepler-1196,1,1,0,,5642.00,0.960000,,,,,
14710,Kepler-1196,1,1,0,,5756.00,0.970000,0.980000,0.0000,,3.9800,
14711,Kepler-1196,1,1,0,,5645.00,0.830000,,,,,
14712,Kepler-1196,1,1,0,,5893.00,0.866000,0.946000,-0.2600,,,
14713,Kepler-1196,1,1,0,,5375.00,1.036749,,,-0.09244,,
14714,Kepler-1197,1,1,0,,4555.00,0.638000,0.646000,-0.3000,,,
14715,Kepler-1197,1,1,0,,4924.00,0.588990,,,-0.73582,,
14716,Kepler-1197,1,1,0,,,,,,,,
14717,Kepler-1197,1,1,0,,4555.00,0.638000,0.646000,-0.3000,,,
14718,Kepler-1197,1,1,0,,4552.00,0.746629,0.718000,,-0.66629,,
14719,Kepler-1197,1,1,0,,4661.00,0.636000,0.661000,,,14.0000,
14720,Kepler-1197,1,1,0,,4606.00,0.984000,,0.3760,,,
14721,Kepler-1197,1,1,0,,4555.00,0.638000,0.646000,-0.3000,,,
14722,Kepler-1197,1,1,0,,4661.00,0.636000,0.661000,,,14.0000,
14723,Kepler-1197,1,1,0,,4670.00,0.682000,0.761000,0.0600,,,
14724,Kepler-1197,1,1,0,,4708.00,0.720000,0.780000,0.0600,,2.6900,
14725,Kepler-1197,1,1,0,,4606.00,0.760000,,,,,
14726,Kepler-1197,1,1,0,,4606.00,0.760000,,,,,
14727,Kepler-1197,1,1,0,,,,,,,,
14728,Kepler-1197,1,1,0,,,,,,,,
14729,Kepler-1197,1,1,0,,4762.00,0.681000,,,,,
14730,Kepler-1197,1,1,0,,4606.00,0.760000,0.760000,,,,
14731,Kepler-1197,1,1,0,,4762.00,0.673000,0.762000,0.1700,,1.2900,
14732,Kepler-1197,1,1,0,,,,,,,,
14733,Kepler-1198,1,1,0,,5620.00,0.970000,0.880000,,,10.6000,
14734,Kepler-1198,1,1,0,,5725.00,1.064000,1.013000,0.1800,,,
14735,Kepler-1198,1,1,0,,5517.00,0.900000,0.930000,0.0300,,4.6800,
14736,Kepler-1198,1,1,0,,5396.00,0.876367,0.940000,,-0.23165,,
14737,Kepler-1198,1,1,0,,5344.00,0.907000,0.884000,0.1400,,,
14738,Kepler-1198,1,1,0,,5502.00,1.010000,,,,,
14739,Kepler-1198,1,1,0,,5346.00,0.889000,,,,,
14740,Kepler-1198,1,1,0,,,,,,,,
14741,Kepler-1198,1,1,0,,5725.00,1.064000,1.013000,0.1800,,,
14742,Kepler-1198,1,1,0,,5502.00,1.010000,0.970000,,,,
14743,Kepler-1198,1,1,0,,5725.00,1.064000,1.013000,0.1800,,,
14744,Kepler-1198,1,1,0,,5334.00,0.870934,,,-0.25712,,
14745,Kepler-1198,1,1,0,,5502.00,1.071000,,0.1830,,,
14746,Kepler-1199,1,1,0,,5877.00,1.030000,0.800000,,,,
14747,Kepler-1199,1,1,0,,5877.00,1.226000,,-0.6240,,,
14748,Kepler-1199,1,1,0,,5801.76,,,-0.4518,,,
14749,Kepler-1199,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
14750,Kepler-1199,1,1,0,,5798.00,1.525000,0.899000,-0.4000,,,
14751,Kepler-1199,1,1,0,,6170.00,1.220000,1.080000,,,4.3000,
14752,Kepler-1199,1,1,0,,,,,,,,
14753,Kepler-1199,1,1,0,,,,,,,,
14754,Kepler-1199,1,1,0,,5843.00,1.268000,0.851000,-0.3800,,12.5900,
14755,Kepler-1199,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
14756,Kepler-1199,1,1,0,,5889.00,1.170000,0.940000,-0.2700,,7.7600,
14757,Kepler-1199,1,1,0,,5934.00,1.055000,0.908000,-0.3000,,,
14758,Kepler-1199,1,1,0,,5798.00,1.525000,0.899000,-0.4000,,,
14759,Kepler-1199,1,1,0,,5847.50,1.208496,,,0.18707,,
14760,Kepler-1199,1,1,0,,5877.00,1.030000,,,,,
14761,Kepler-12,1,1,0,,6012.00,1.522327,,,0.43579,,
14762,Kepler-12,1,1,0,,5953.00,1.415000,1.093000,0.0800,,,
14763,Kepler-12,1,1,0,,5950.00,1.483000,1.166000,0.0700,,4.0000,
14764,Kepler-12,1,1,0,,5967.00,1.569660,1.090000,0.0500,0.44933,,
14765,Kepler-12,1,1,0,,5947.00,1.490000,1.157000,0.0700,,5.3000,
14766,Kepler-12,1,1,0,,6011.00,1.380000,,,,,
14767,Kepler-12,1,1,0,,6011.00,1.380000,,,,,
14768,Kepler-12,1,1,0,,5967.00,1.569660,,,,,
14769,Kepler-12,1,1,0,,5953.00,1.415000,1.093000,0.0800,,,
14770,Kepler-12,1,1,0,,5926.00,1.504000,1.086000,0.0300,,6.7600,
14771,Kepler-12,1,1,0,,5926.00,1.534000,,,,,
14772,Kepler-12,1,1,0,,6012.00,1.007000,,-0.1610,,,
14773,Kepler-12,1,1,0,,6007.00,1.330000,1.120000,0.0600,,4.7900,
14774,Kepler-12,1,1,0,,5947.00,1.483000,1.166000,0.0700,,,
14775,Kepler-12,1,1,0,,5953.00,1.415000,1.093000,0.0800,,,
14776,Kepler-12,1,1,0,,6011.00,1.380000,1.172000,,,4.0100,
14777,Kepler-12,1,1,0,,,,,,,,
14778,Kepler-12,1,1,0,,5947.00,1.483000,1.166000,0.0700,,4.0000,
14779,Kepler-12,1,1,0,,5953.00,1.415000,1.093000,0.0800,,,
14780,Kepler-120,1,2,0,,4096.00,0.729000,,,,,
14781,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14782,Kepler-120,1,2,0,,4353.00,0.530000,,,,,
14783,Kepler-120,1,2,0,,4719.24,0.629359,,,-0.75202,,
14784,Kepler-120,1,2,0,,4519.00,0.748282,0.710000,,-0.67701,,
14785,Kepler-120,1,2,0,,4353.00,0.580000,,-0.4490,,,
14786,Kepler-120,1,2,0,,4533.00,0.592000,0.654000,,,4.6000,
14787,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14788,Kepler-120,1,2,0,M0 V,4096.00,0.570000,0.590000,-0.1700,,,
14789,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14790,Kepler-120,1,2,0,,4096.00,0.534000,,,,,
14791,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14792,Kepler-120,1,2,0,,4641.00,0.680000,0.720000,-0.1200,,3.6300,
14793,Kepler-120,1,2,0,,4090.00,0.571000,0.591000,-0.1800,,,
14794,Kepler-120,1,2,0,,4353.00,0.530000,,,,,
14795,Kepler-120,1,2,0,,,,,,,,
14796,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14797,Kepler-120,1,2,0,,4533.00,0.592000,0.654000,,,4.6000,
14798,Kepler-120,1,2,0,,,0.570000,0.590000,,,,
14799,Kepler-120,1,2,0,,4353.00,0.530000,,,,,
14800,Kepler-120,1,2,0,,,,,,,,
14801,Kepler-120,1,2,0,,4090.00,0.571000,0.591000,-0.1800,,,
14802,Kepler-120,1,2,0,,4096.00,0.570000,0.590000,-0.1700,,,
14803,Kepler-1200,1,1,0,,4493.00,0.672000,0.720000,0.0600,,,
14804,Kepler-1200,1,1,0,,,,,,,,
14805,Kepler-1200,1,1,0,,4499.00,0.723000,,,,,
14806,Kepler-1200,1,1,0,,4328.00,0.600000,0.640000,,,,
14807,Kepler-1200,1,1,0,,4493.00,0.672000,0.720000,0.0600,,,
14808,Kepler-1200,1,1,0,,4472.35,0.681515,,,-0.77621,,
14809,Kepler-1200,1,1,0,,4436.00,0.765689,0.690000,,-0.68923,,
14810,Kepler-1200,1,1,0,,4493.00,0.672000,0.720000,0.0600,,,
14811,Kepler-1200,1,1,0,,4328.00,0.600000,,,,,
14812,Kepler-1200,1,1,0,,4496.00,0.658000,0.725000,0.0600,,,
14813,Kepler-1200,1,1,0,,4328.00,0.620000,,0.0580,,,
14814,Kepler-1200,1,1,0,,4450.00,0.589000,0.621000,,,13.3000,
14815,Kepler-1200,1,1,0,,4612.00,0.700000,0.740000,0.0400,,3.0200,
14816,Kepler-1201,1,1,0,,6136.00,1.005000,0.956000,-0.3600,,,
14817,Kepler-1201,1,1,0,,6166.00,1.080000,1.070000,,,2.5000,
14818,Kepler-1201,1,1,0,,6177.00,1.240000,1.150000,0.0300,,2.9500,
14819,Kepler-1201,1,1,0,,5875.00,0.990000,0.900000,,,,
14820,Kepler-1201,1,1,0,,5875.00,1.078000,,-0.3630,,,
14821,Kepler-1201,1,1,0,,6136.00,1.005000,0.956000,-0.3600,,,
14822,Kepler-1201,1,1,0,,6136.00,1.005000,0.956000,-0.3600,,,
14823,Kepler-1201,1,1,0,,5912.00,1.003010,1.080000,,0.04424,,
14824,Kepler-1201,1,1,0,,,,,,,,
14825,Kepler-1201,1,1,0,,5479.50,1.079213,,,-0.02413,,
14826,Kepler-1201,1,1,0,,6136.00,1.005000,0.956000,-0.3600,,,
14827,Kepler-1201,1,1,0,,6136.00,0.992000,,,,,
14828,Kepler-1201,1,1,0,,5875.00,0.990000,,,,,
14829,Kepler-1202,1,1,0,,5722.00,0.835000,0.918000,-0.2000,,,
14830,Kepler-1202,1,1,0,,5500.00,0.790000,0.890000,,,,
14831,Kepler-1202,1,1,0,,5723.00,0.850000,0.954000,,,0.6000,
14832,Kepler-1202,1,1,0,,5500.00,0.790000,,,,,
14833,Kepler-1202,1,1,0,,5726.00,0.838000,0.930000,-0.1800,,,
14834,Kepler-1202,1,1,0,,,,,,,,
14835,Kepler-1202,1,1,0,,5350.50,0.940614,,,-0.18490,,
14836,Kepler-1202,1,1,0,,5500.00,0.589000,,-0.1590,,,
14837,Kepler-1202,1,1,0,,5732.00,0.889000,,,,,
14838,Kepler-1202,1,1,0,,5834.00,1.040000,1.030000,0.0600,,4.1700,
14839,Kepler-1202,1,1,0,,5609.00,0.907687,0.990000,,-0.13389,,
14840,Kepler-1202,1,1,0,,5722.00,0.835000,0.918000,-0.2000,,,
14841,Kepler-1202,1,1,0,,5722.00,0.835000,0.918000,-0.2000,,,
14842,Kepler-1203,1,1,0,,4033.00,0.766632,0.631000,,-0.85362,,
14843,Kepler-1203,1,1,0,,4115.00,0.532000,0.557000,,,14.0000,
14844,Kepler-1203,1,1,0,,3972.00,0.565000,0.568000,-0.1000,,,
14845,Kepler-1203,1,1,0,,3972.00,0.565000,0.568000,-0.1000,,,
14846,Kepler-1203,1,1,0,,4105.00,0.610000,0.640000,0.0100,,3.4700,
14847,Kepler-1203,1,1,0,,3814.00,0.570000,0.576000,0.2400,,,
14848,Kepler-1203,1,1,0,,4003.00,0.530000,,,,,
14849,Kepler-1203,1,1,0,,3817.00,0.703000,,,,,
14850,Kepler-1203,1,1,0,,3972.00,0.565000,0.568000,-0.1000,,,
14851,Kepler-1203,1,1,0,,4051.89,0.740673,,,-0.87542,,
14852,Kepler-1203,1,1,0,,4003.00,0.627000,,-0.0500,,,
14853,Kepler-1203,1,1,0,,,,,,,,
14854,Kepler-1203,1,1,0,,4003.00,0.530000,0.560000,,,,
14855,Kepler-1204,1,1,0,,6096.00,1.077000,1.054000,-0.0400,,,
14856,Kepler-1204,1,1,0,,5438.33,1.046753,,,-0.06375,,
14857,Kepler-1204,1,1,0,,6096.00,1.077000,1.054000,-0.0400,,,
14858,Kepler-1204,1,1,0,,5834.00,1.093000,,-0.0400,,,
14859,Kepler-1204,1,1,0,,6098.00,0.922000,,,,,
14860,Kepler-1204,1,1,0,,6065.00,1.070000,1.030000,,,3.8000,
14861,Kepler-1204,1,1,0,,5834.00,1.040000,1.030000,,,,
14862,Kepler-1204,1,1,0,,6096.00,1.077000,1.054000,-0.0400,,,
14863,Kepler-1204,1,1,0,,5834.00,1.040000,,,,,
14864,Kepler-1204,1,1,0,,5639.00,0.980376,1.000000,,-0.05771,,
14865,Kepler-1204,1,1,0,,6096.00,1.077000,1.054000,-0.0400,,,
14866,Kepler-1204,1,1,0,,5825.00,1.030000,1.030000,0.0600,,4.2700,
14867,Kepler-1204,1,1,0,,,,,,,,
14868,Kepler-1205,1,1,0,,5325.00,0.985000,0.857000,0.1400,,,
14869,Kepler-1205,1,1,0,,5325.00,0.985000,0.857000,0.1400,,,
14870,Kepler-1205,1,1,0,,,,,,,,
14871,Kepler-1205,1,1,0,,5180.00,0.950000,0.870000,,,,
14872,Kepler-1205,1,1,0,,4970.67,0.823222,,,-0.42861,,
14873,Kepler-1205,1,1,0,,5226.00,0.810000,0.840000,-0.0400,,4.9000,
14874,Kepler-1205,1,1,0,,5180.00,1.076000,,0.1330,,,
14875,Kepler-1205,1,1,0,,5325.00,0.743000,,,,,
14876,Kepler-1205,1,1,0,,5180.00,0.950000,,,,,
14877,Kepler-1205,1,1,0,,5025.00,0.815146,0.840000,,-0.41829,,
14878,Kepler-1205,1,1,0,,5242.00,0.820000,0.780000,,,13.9000,
14879,Kepler-1205,1,1,0,,5325.00,0.985000,0.857000,0.1400,,,
14880,Kepler-1205,1,1,0,,5325.00,0.985000,0.857000,0.1400,,,
14881,Kepler-1206,1,1,0,,4859.00,0.689000,,,,,
14882,Kepler-1206,1,1,0,,4691.00,0.680000,,,,,
14883,Kepler-1206,1,1,0,,4656.00,0.753085,0.740000,,-0.61957,,
14884,Kepler-1206,1,1,0,,4821.00,0.677000,0.695000,,,13.7000,
14885,Kepler-1206,1,1,0,,4922.50,0.638350,,,-0.66644,,
14886,Kepler-1206,1,1,0,,4877.00,0.750000,0.800000,0.0700,,3.5500,
14887,Kepler-1206,1,1,0,,,,,,,,
14888,Kepler-1206,1,1,0,,4859.00,0.757000,0.734000,-0.0200,,,
14889,Kepler-1206,1,1,0,,4691.00,0.856000,,-0.0260,,,
14890,Kepler-1206,1,1,0,,4859.00,0.757000,0.734000,-0.0200,,,
14891,Kepler-1206,1,1,0,,4691.00,0.680000,0.710000,,,,
14892,Kepler-1206,1,1,0,,4859.00,0.757000,0.734000,-0.0200,,,
14893,Kepler-1206,1,1,0,,4859.00,0.757000,0.734000,-0.0200,,,
14894,Kepler-1207,1,1,0,,6102.00,1.026000,1.099000,0.0000,,,
14895,Kepler-1207,1,1,0,,6102.00,1.026000,1.099000,0.0000,,,
14896,Kepler-1207,1,1,0,,6102.00,1.026000,1.099000,0.0000,,,
14897,Kepler-1207,1,1,0,,,,,,,,
14898,Kepler-1207,1,1,0,,5820.00,0.960000,,,,,
14899,Kepler-1207,1,1,0,,6102.00,1.026000,1.099000,0.0000,,,
14900,Kepler-1207,1,1,0,,5820.00,0.876000,,0.0040,,,
14901,Kepler-1207,1,1,0,,5686.33,2.124008,,,0.62834,,
14902,Kepler-1207,1,1,0,,5820.00,0.960000,1.040000,,,,
14903,Kepler-1207,1,1,0,,6057.00,0.960000,1.053000,,,0.4000,
14904,Kepler-1207,1,1,0,,5909.00,1.060000,1.060000,0.0500,,3.6300,
14905,Kepler-1207,1,1,0,,5838.00,2.037370,1.050000,,0.63789,,
14906,Kepler-1207,1,1,0,,6097.00,1.949000,,,,,
14907,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14908,Kepler-1208,1,1,0,,,,,,,,
14909,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14910,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14911,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14912,Kepler-1208,1,1,0,,4897.00,0.840000,0.890000,,,,
14913,Kepler-1208,1,1,0,,4927.58,0.684693,,,-0.60378,,
14914,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14915,Kepler-1208,1,1,0,,4897.00,0.838000,,0.0030,,,
14916,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14917,Kepler-1208,1,1,0,,5083.00,0.714000,,,,,
14918,Kepler-1208,1,1,0,,4897.00,0.760000,,,,,
14919,Kepler-1208,1,1,0,,5001.00,0.760000,0.800000,-0.0300,,4.4700,
14920,Kepler-1208,1,1,0,,4897.00,0.760000,0.760000,,,,
14921,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14922,Kepler-1208,1,1,0,,,,,,,,
14923,Kepler-1208,1,1,0,,4862.00,0.745207,0.790000,,-0.55349,,
14924,Kepler-1208,1,1,0,,4897.00,0.840000,0.890000,,,,
14925,Kepler-1208,1,1,0,,5080.00,0.793000,0.792000,0.0000,,,
14926,Kepler-1209,1,1,0,,6293.00,1.248010,1.230000,,0.34256,,
14927,Kepler-1209,1,1,0,,6344.00,1.383000,1.205000,0.0200,,,
14928,Kepler-1209,1,1,0,,6326.00,1.220000,1.140000,,,2.8000,
14929,Kepler-1209,1,1,0,,,,,,,,
14930,Kepler-1209,1,1,0,,6210.00,1.380000,1.230000,0.1200,,3.0900,
14931,Kepler-1209,1,1,0,,6113.00,1.219000,,-0.0060,,,
14932,Kepler-1209,1,1,0,,6126.00,1.406000,1.212000,0.1400,,,
14933,Kepler-1209,1,1,0,,6344.00,1.383000,1.205000,0.0200,,,
14934,Kepler-1209,1,1,0,,6344.00,1.383000,1.205000,0.0200,,,
14935,Kepler-1209,1,1,0,,6113.00,1.280000,1.150000,,,,
14936,Kepler-1209,1,1,0,,6113.00,1.280000,,,,,
14937,Kepler-1209,1,1,0,,6287.67,1.217074,,,0.31929,,
14938,Kepler-1209,1,1,0,,6150.00,1.248000,1.112000,0.0000,,3.8000,
14939,Kepler-1209,1,1,0,,6150.00,1.263000,,,,,
14940,Kepler-121,1,2,0,,5128.00,0.744000,,-0.3800,,,
14941,Kepler-121,1,2,0,,5056.99,0.705914,,,-0.53223,,
14942,Kepler-121,1,2,0,,5128.00,0.670000,,,,,
14943,Kepler-121,1,2,0,,5350.00,0.750000,0.859000,,,0.5000,
14944,Kepler-121,1,2,0,,5303.00,0.708000,0.785000,-0.3800,,,
14945,Kepler-121,1,2,0,,,,,,,,
14946,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14947,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14948,Kepler-121,1,2,0,,5318.00,0.682614,0.920000,,-0.47396,,
14949,Kepler-121,1,2,0,,5354.00,0.820000,0.860000,-0.0800,,4.4700,
14950,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14951,Kepler-121,1,2,0,,5303.00,0.708000,0.785000,-0.3800,,,
14952,Kepler-121,1,2,0,,5128.00,0.670000,,,,,
14953,Kepler-121,1,2,0,,5350.00,0.750000,0.859000,,,0.5000,
14954,Kepler-121,1,2,0,,5311.00,0.701000,,,,,
14955,Kepler-121,1,2,0,,5311.00,0.685000,,,,,
14956,Kepler-121,1,2,0,,5128.00,0.670000,,,,,
14957,Kepler-121,1,2,0,,,,,,,,
14958,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14959,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14960,Kepler-121,1,2,0,,5316.00,0.719000,0.774000,-0.3800,,,
14961,Kepler-1210,1,1,0,,5424.00,0.954150,0.940000,,-0.14879,,
14962,Kepler-1210,1,1,0,,5791.00,0.900000,0.957000,,,2.8000,
14963,Kepler-1210,1,1,0,,5766.00,0.853000,0.874000,-0.3200,,,
14964,Kepler-1210,1,1,0,,5326.25,0.970444,,,-0.16568,,
14965,Kepler-1210,1,1,0,,5766.00,0.853000,0.874000,-0.3200,,,
14966,Kepler-1210,1,1,0,,5556.00,0.933000,,-0.3130,,,
14967,Kepler-1210,1,1,0,,5767.00,0.932000,,,,,
14968,Kepler-1210,1,1,0,,,,,,,,
14969,Kepler-1210,1,1,0,,5766.00,0.853000,0.874000,-0.3200,,,
14970,Kepler-1210,1,1,0,,5766.00,0.853000,0.874000,-0.3200,,,
14971,Kepler-1210,1,1,0,,5556.00,0.860000,,,,,
14972,Kepler-1210,1,1,0,,5556.00,0.860000,0.840000,,,,
14973,Kepler-1210,1,1,0,,5568.00,0.920000,0.940000,0.0400,,5.1300,
14974,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14975,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14976,Kepler-1211,1,1,0,,5843.00,0.910000,,,,,
14977,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14978,Kepler-1211,1,1,0,,5843.00,0.910000,,,,,
14979,Kepler-1211,1,1,0,,5787.00,1.113000,1.021000,0.1000,,5.5000,
14980,Kepler-1211,1,1,0,,5769.00,1.168630,1.030000,,0.13445,,
14981,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14982,Kepler-1211,1,1,0,,,,,,,,
14983,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14984,Kepler-1211,1,1,0,,5427.00,1.306044,,,0.12485,,
14985,Kepler-1211,1,1,0,,5705.00,0.940000,0.960000,-0.0800,,4.1700,
14986,Kepler-1211,1,1,0,,,,,,,,
14987,Kepler-1211,1,1,0,,5787.00,1.161000,,,,,
14988,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14989,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14990,Kepler-1211,1,1,0,,6054.00,0.950000,1.050000,,,0.4000,
14991,Kepler-1211,1,1,0,,5843.00,0.888000,,-0.1110,,,
14992,Kepler-1211,1,1,0,,6054.00,0.950000,1.050000,,,0.4000,
14993,Kepler-1211,1,1,0,,6075.00,0.969000,1.048000,-0.1200,,,
14994,Kepler-1211,1,1,0,,5843.00,0.910000,1.000000,,,,
14995,Kepler-1211,1,1,0,,,,,,,,
14996,Kepler-1212,1,1,0,,5895.00,0.879000,,-0.2670,,,
14997,Kepler-1212,1,1,0,,5895.00,0.890000,0.990000,,,,
14998,Kepler-1212,1,1,0,,5601.00,1.247905,,,0.14012,,
14999,Kepler-1212,1,1,0,,6134.00,0.990000,1.080000,,,0.4000,
15000,Kepler-1212,1,1,0,,6119.00,0.938000,1.010000,-0.2600,,,
15001,Kepler-1212,1,1,0,,6122.00,1.149000,,,,,
15002,Kepler-1212,1,1,0,,5895.00,0.890000,,,,,
15003,Kepler-1212,1,1,0,,6051.00,1.150000,1.100000,0.0300,,3.2400,
15004,Kepler-1212,1,1,0,,6119.00,0.938000,1.010000,-0.2600,,,
15005,Kepler-1212,1,1,0,,6119.00,0.938000,1.010000,-0.2600,,,
15006,Kepler-1212,1,1,0,,,,,,,,
15007,Kepler-1212,1,1,0,,5996.17,1.181470,1.110000,-0.2350,0.21104,,
15008,Kepler-1212,1,1,0,,6119.00,0.938000,1.010000,-0.2600,,,
15009,Kepler-1213,1,1,0,,5987.00,0.960000,,,,,
15010,Kepler-1213,1,1,0,,5903.33,1.458995,,,0.36719,,
15011,Kepler-1213,1,1,0,,6204.00,0.984000,0.997000,-0.3000,,,
15012,Kepler-1213,1,1,0,,,,,,,,
15013,Kepler-1213,1,1,0,,6050.00,1.210000,1.140000,0.1300,,3.4700,
15014,Kepler-1213,1,1,0,,6076.29,1.421190,1.140000,-0.0500,0.39455,,
15015,Kepler-1213,1,1,0,,6204.00,0.984000,0.997000,-0.3000,,,
