# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
loc_rowid,hostname,sy_snum,sy_pnum,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp
23624,Kepler-1801,1,2,0,,5516.00,1.031000,,-0.0650,,,
23625,Kepler-1801,1,2,0,,5738.00,0.981000,0.936000,-0.0600,,,
23626,Kepler-1801,1,2,0,,5738.00,0.981000,0.936000,-0.0600,,,
23627,Kepler-1801,1,2,0,,5738.00,0.981000,0.936000,-0.0600,,,
23628,Kepler-1801,1,2,0,,5738.00,0.981000,0.936000,-0.0600,,,
23629,Kepler-1801,1,2,0,,,,,,,,
23630,Kepler-1801,1,2,0,,5738.00,0.981000,0.936000,-0.0600,,,
23631,Kepler-1801,1,2,0,,5705.00,0.960000,0.910000,,,8.1000,
23632,Kepler-1801,1,2,0,,5455.00,0.866395,0.950000,,-0.22269,,
23633,Kepler-1801,1,2,0,,5516.00,0.950000,0.930000,,,,
23634,Kepler-1802,1,2,0,,4141.00,0.608000,0.619000,-0.0400,,,
23635,Kepler-1802,1,2,0,,4141.00,0.608000,0.619000,-0.0400,,,
23636,Kepler-1802,1,2,0,,4141.00,0.608000,0.619000,-0.0400,,,
23637,Kepler-1802,1,2,0,,4221.00,0.560000,,,,,
23638,Kepler-1802,1,2,0,,4245.00,0.637000,0.649000,0.0000,,,
23639,Kepler-1802,1,2,0,,4245.00,0.637000,0.649000,0.0000,,,
23640,Kepler-1802,1,2,0,,,,,,,,
23641,Kepler-1802,1,2,0,,4221.00,0.560000,,,,,
23642,Kepler-1802,1,2,0,,4245.00,0.637000,0.649000,0.0000,,,
23643,Kepler-1802,1,2,0,,4245.00,0.637000,0.649000,0.0000,,,
23644,Kepler-1802,1,2,0,,4356.00,0.572000,0.602000,,,13.9000,
23645,Kepler-1802,1,2,0,,,,,,,,
23646,Kepler-1802,1,2,0,,4141.00,0.608000,0.619000,-0.0400,,,
23647,Kepler-1802,1,2,0,,4141.00,0.608000,0.619000,-0.0400,,,
